service_id,capacity,duration,price,capacity_window_1h,time_distance_competitor_-2,price_competitor_-2,duration_competitor_-2,time_distance_competitor_-1,price_competitor_-1,duration_competitor_-1,time_distance_competitor_1,price_competitor_1,duration_competitor_1,time_distance_competitor_2,price_competitor_2,duration_competitor_2,is_holiday_pm1,is_holiday_madrid_pm1,is_holiday_catalonia_pm1,month_sin,month_cos,day_of_week_sin,day_of_week_cos,departure_time_sin,departure_time_cos,train_type_AVE,train_type_AVLO,train_type_IRYO,train_type_OUIGO,train_type_competitor_-2_AVE,train_type_competitor_-2_AVLO,train_type_competitor_-2_IRYO,train_type_competitor_-2_OUIGO,train_type_competitor_-1_AVE,train_type_competitor_-1_AVLO,train_type_competitor_-1_IRYO,train_type_competitor_-1_OUIGO,train_type_competitor_1_AVE,train_type_competitor_1_AVLO,train_type_competitor_1_IRYO,train_type_competitor_1_OUIGO,train_type_competitor_2_AVE,train_type_competitor_2_AVLO,train_type_competitor_2_IRYO,train_type_competitor_2_OUIGO,passengers
00002_24-04-2025-16.37,461,157.0,42.92,1289.0,-40.2,105.75,157.0,-10.2,67.32,172.0,19.8,145.04,157.0,39.6,39.33,157.0,0,0,0,0.8660254037844387,-0.4999999999999998,0.43388373911755823,-0.900968867902419,-0.9354440308298674,-0.35347484377925703,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,461
00004_24-04-2025-16.57,414,157.0,145.04,1845.0,-30.0,67.32,172.0,-19.8,42.92,157.0,19.8,39.33,157.0,25.2,60.01,172.0,0,0,0,0.8660254037844387,-0.4999999999999998,0.43388373911755823,-0.900968867902419,-0.9624552364536471,-0.27144044986507504,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
00015_24-04-2025-17.17,509,157.0,39.33,1798.0,-39.6,42.92,157.0,-19.8,145.04,157.0,5.4,60.01,172.0,10.2,88.32,199.0,0,0,0,0.8660254037844387,-0.4999999999999998,0.43388373911755823,-0.900968867902419,-0.9822872507286887,-0.18738131458572463,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,509
00009_24-04-2025-17.22,461,172.0,60.01,1798.0,-25.2,145.04,157.0,-5.4,39.33,157.0,4.8,88.32,199.0,34.8,44.46,157.0,0,0,0,0.8660254037844387,-0.4999999999999998,0.43388373911755823,-0.900968867902419,-0.9864292571764955,-0.16418684656886262,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,461
00006_24-04-2025-17.27,414,199.0,88.32,1384.0,-10.2,39.33,157.0,-4.8,60.01,172.0,30.0,44.46,157.0,60.0,63.52,177.0,0,0,0,0.8660254037844387,-0.4999999999999998,0.43388373911755823,-0.900968867902419,-0.9896513868196702,-0.1434926219911794,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,83
00004_24-04-2025-17.57,414,157.0,44.46,414.0,-34.8,60.01,172.0,-30.0,88.32,199.0,30.0,63.52,177.0,34.8,51.54,157.0,0,0,0,0.8660254037844387,-0.4999999999999998,0.43388373911755823,-0.900968867902419,-0.999914327574007,-0.013089595571344698,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,414
00016_24-04-2025-18.27,414,177.0,63.52,875.0,-60.0,88.32,199.0,-30.0,44.46,157.0,4.8,51.54,157.0,30.0,81.35,157.0,0,0,0,0.8660254037844387,-0.4999999999999998,0.43388373911755823,-0.900968867902419,-0.9930684569549263,0.11753739745783724,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,414
00002_24-04-2025-18.32,461,157.0,51.54,1289.0,-34.8,44.46,157.0,-4.8,63.52,177.0,25.2,81.35,157.0,57.0,39.55,172.0,0,0,0,0.8660254037844387,-0.4999999999999998,0.43388373911755823,-0.900968867902419,-0.9903891431021473,0.138308876162719,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,461
00004_24-04-2025-18.57,414,157.0,81.35,875.0,-30.0,63.52,177.0,-25.2,51.54,157.0,31.8,39.55,172.0,37.2,29.03,201.0,0,0,0,0.8660254037844387,-0.4999999999999998,0.43388373911755823,-0.900968867902419,-0.9692309097067545,0.2461532930289925,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,93
00009_24-04-2025-19.29,461,172.0,39.55,1042.0,-57.0,51.54,157.0,-31.8,81.35,157.0,5.4,29.03,201.0,36.0,55.45,157.0,0,0,0,0.8660254037844387,-0.4999999999999998,0.43388373911755823,-0.900968867902419,-0.9258705848099948,0.37784078681846683,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,461
00019_24-04-2025-19.34,581,201.0,29.03,1042.0,-37.2,81.35,157.0,-5.4,39.55,172.0,30.6,55.45,157.0,48.0,28.36,172.0,0,0,0,0.8660254037844387,-0.4999999999999998,0.43388373911755823,-0.900968867902419,-0.9167117510316201,0.39954920287812,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,581
00004_24-04-2025-20.05,414,157.0,55.45,1289.0,-36.0,39.55,172.0,-30.6,29.03,201.0,17.4,28.36,172.0,22.2,61.08,201.0,0,0,0,0.8660254037844387,-0.4999999999999998,0.43388373911755823,-0.900968867902419,-0.8553642601605073,0.5180270093731292,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,334
00009_24-04-2025-20.22,461,172.0,28.36,1289.0,-48.0,29.03,201.0,-17.4,55.45,157.0,4.8,61.08,201.0,39.6,41.11,172.0,0,0,0,0.8660254037844387,-0.4999999999999998,0.43388373911755823,-0.900968867902419,-0.8136084495007868,0.5814131843198308,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,461
00020_24-04-2025-20.27,414,201.0,61.08,1289.0,-22.2,55.45,157.0,-4.8,28.36,172.0,34.8,41.11,172.0,40.2,45.76,172.0,0,0,0,0.8660254037844387,-0.4999999999999998,0.43388373911755823,-0.900968867902419,-0.8012538126910608,0.598324600570659,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
00005_24-04-2025-21.02,509,172.0,41.11,923.0,-39.6,28.36,172.0,-34.8,61.08,201.0,5.4,45.76,172.0,560.4,21.41,157.0,0,0,0,0.8660254037844387,-0.4999999999999998,0.43388373911755823,-0.900968867902419,-0.7015314257708556,0.7126385189252056,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,158
00007_24-04-2025-21.07,414,172.0,45.76,923.0,-40.2,61.08,201.0,-5.4,41.11,172.0,555.0,21.41,157.0,559.8,25.93,178.0,0,0,0,0.8660254037844387,-0.4999999999999998,0.43388373911755823,-0.900968867902419,-0.6845471059286883,0.7289686274214119,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,120
00002_25-04-2025-06.22,461,157.0,21.41,988.0,-560.4,41.11,172.0,-555.0,45.76,172.0,4.8,25.93,178.0,34.8,38.68,157.0,0,0,0,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,0.9953121781612655,-0.09671436296578392,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,461
00021_25-04-2025-06.27,527,178.0,25.93,988.0,-559.8,45.76,172.0,-4.8,21.41,157.0,30.0,38.68,157.0,34.8,36.72,172.0,0,0,0,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,0.9930684569549263,-0.11753739745783758,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,527
00004_25-04-2025-06.57,414,157.0,38.68,1384.0,-34.8,21.41,157.0,-30.0,25.93,178.0,4.8,36.72,172.0,25.2,28.44,157.0,0,0,0,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,0.9692309097067544,-0.24615329302899283,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,414
00005_25-04-2025-07.02,509,172.0,36.72,1798.0,-34.8,25.93,178.0,-4.8,38.68,157.0,20.4,28.44,157.0,25.2,60.41,199.0,0,0,0,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,0.963863295733281,-0.2663973482191175,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,509
00002_25-04-2025-07.22,461,157.0,28.44,1798.0,-25.2,38.68,157.0,-20.4,36.72,172.0,4.8,60.41,199.0,34.8,40.57,157.0,0,0,0,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,0.9363662190354899,-0.3510246484923544,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,461
00006_25-04-2025-07.27,414,199.0,60.41,1384.0,-25.2,36.72,172.0,-4.8,28.44,157.0,30.0,40.57,157.0,64.8,29.01,157.0,0,0,0,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,0.9288095528719242,-0.3705574375098363,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,414
00004_25-04-2025-07.57,414,157.0,40.57,414.0,-34.8,28.44,157.0,-30.0,60.41,199.0,34.8,29.01,157.0,60.0,123.78,164.0,0,0,0,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,0.8724960070727973,-0.4886212414969547,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,414
00002_25-04-2025-08.32,461,157.0,29.01,875.0,-64.8,60.41,199.0,-34.8,40.57,157.0,25.2,123.78,164.0,50.4,55.4,172.0,0,0,0,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,0.7885477194774019,-0.6149735718768643,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,461
00008_25-04-2025-08.57,414,164.0,123.78,1336.0,-60.0,40.57,157.0,-25.2,29.01,157.0,25.2,55.4,172.0,30.0,66.8,194.0,0,0,0,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,0.7163019434246544,-0.69779045984168,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,9
00009_25-04-2025-09.22,461,172.0,55.4,1289.0,-50.4,29.01,157.0,-25.2,123.78,164.0,4.8,66.8,194.0,34.8,55.03,172.0,0,0,0,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,0.6354046086841412,-0.7721793724666267,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,461
00010_25-04-2025-09.27,414,194.0,66.8,875.0,-30.0,123.78,164.0,-4.8,55.4,172.0,30.0,55.03,172.0,34.8,23.96,182.0,0,0,0,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,0.6190939493098342,-0.7853169308807447,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,330
00009_25-04-2025-09.57,461,172.0,55.03,970.0,-34.8,55.4,172.0,-30.0,66.8,194.0,4.8,23.96,182.0,30.0,55.76,172.0,0,0,0,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,0.5112930860770522,-0.8594064115014527,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,461
00011_25-04-2025-10.02,509,182.0,23.96,1551.0,-34.8,66.8,194.0,-4.8,55.03,172.0,25.2,55.76,172.0,80.4,47.73,172.0,0,0,0,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,0.49318290113396607,-0.8699256439656694,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,509
00012_25-04-2025-10.27,581,172.0,55.76,1090.0,-30.0,55.03,172.0,-25.2,23.96,182.0,55.2,47.73,172.0,60.0,116.74,199.0,0,0,0,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,0.3947438563842674,-0.9187912101488982,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,82
00009_25-04-2025-11.22,461,172.0,47.73,1287.0,-80.4,23.96,182.0,-55.2,55.76,172.0,4.8,116.74,199.0,60.0,47.41,172.0,0,0,0,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,0.164186846568863,-0.9864292571764954,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,461
00006_25-04-2025-11.27,826,199.0,116.74,1287.0,-60.0,55.76,172.0,-4.8,47.73,172.0,55.2,47.41,172.0,60.0,36.57,197.0,0,0,0,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,0.1434926219911798,-0.9896513868196701,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,7
00009_25-04-2025-12.22,461,172.0,47.41,839.0,-60.0,47.73,172.0,-55.2,116.74,199.0,4.8,36.57,197.0,34.8,80.72,157.0,0,0,0,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,-0.09671436296578365,-0.9953121781612655,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,461
00013_25-04-2025-12.27,378,197.0,36.57,839.0,-60.0,116.74,199.0,-4.8,47.41,172.0,30.0,80.72,157.0,51.0,55.14,184.0,0,0,0,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,-0.11753739745783774,-0.9930684569549263,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,378
00004_25-04-2025-12.57,414,157.0,80.72,753.0,-34.8,47.41,172.0,-30.0,36.57,197.0,21.0,55.14,184.0,60.0,77.01,157.0,0,0,0,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,-0.24615329302899255,-0.9692309097067545,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,240
00014_25-04-2025-13.18,339,184.0,55.14,753.0,-51.0,36.57,197.0,-21.0,80.72,157.0,39.0,77.01,157.0,43.8,63.1,172.0,0,0,0,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,-0.33380685923377096,-0.9426414910921784,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,339
00004_25-04-2025-13.57,414,157.0,77.01,1384.0,-60.0,80.72,157.0,-39.0,55.14,184.0,4.8,63.1,172.0,15.0,54.03,157.0,0,0,0,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,-0.48862124149695463,-0.8724960070727973,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,99
00009_25-04-2025-14.02,461,172.0,63.1,1675.0,-43.8,55.14,184.0,-4.8,77.01,157.0,10.2,54.03,157.0,25.2,96.61,177.0,0,0,0,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,-0.5067862565108238,-0.8620717430769586,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,178
00015_25-04-2025-14.12,509,157.0,54.03,1675.0,-15.0,77.01,157.0,-10.2,63.1,172.0,15.0,96.61,177.0,30.0,67.72,179.0,0,0,0,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,-0.5446390350150268,-0.8386705679454243,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,509
00016_25-04-2025-14.27,291,177.0,96.61,1722.0,-25.2,63.1,172.0,-15.0,54.03,157.0,15.0,67.72,179.0,30.0,84.88,157.0,0,0,0,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,-0.598324600570659,-0.8012538126910607,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1
00017_25-04-2025-14.42,461,179.0,67.72,1166.0,-30.0,54.03,157.0,-15.0,96.61,177.0,15.0,84.88,157.0,45.0,58.34,199.0,0,0,0,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,-0.6494480483301835,-0.760405965600031,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,58
00004_25-04-2025-14.57,414,157.0,84.88,875.0,-30.0,96.61,177.0,-15.0,67.72,179.0,30.0,58.34,199.0,60.0,89.38,157.0,0,0,0,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,-0.6977904598416796,-0.7163019434246547,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,29
00018_25-04-2025-15.27,547,199.0,58.34,547.0,-45.0,67.72,179.0,-30.0,84.88,157.0,30.0,89.38,157.0,60.0,90.33,172.0,0,0,0,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,-0.7853169308807447,-0.6190939493098343,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,120
00004_25-04-2025-15.57,414,157.0,89.38,414.0,-60.0,84.88,157.0,-30.0,58.34,199.0,30.0,90.33,172.0,40.2,57.49,157.0,0,0,0,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,-0.8594064115014524,-0.5112930860770526,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,37
00007_25-04-2025-16.27,414,172.0,90.33,875.0,-60.0,58.34,199.0,-30.0,89.38,157.0,10.2,57.49,157.0,30.0,90.5,157.0,0,0,0,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,-0.9187912101488984,-0.39474385638426707,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,28
00002_25-04-2025-16.37,461,157.0,57.49,1289.0,-40.2,89.38,157.0,-10.2,90.33,172.0,19.8,90.5,157.0,39.6,41.47,157.0,0,0,0,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,-0.9354440308298674,-0.35347484377925703,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,461
00004_25-04-2025-16.57,414,157.0,90.5,1845.0,-30.0,90.33,172.0,-19.8,57.49,157.0,19.8,41.47,157.0,25.2,55.19,172.0,0,0,0,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,-0.9624552364536471,-0.27144044986507504,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,143
00015_25-04-2025-17.17,509,157.0,41.47,1965.0,-39.6,57.49,157.0,-19.8,90.5,157.0,5.4,55.19,172.0,10.2,54.89,199.0,0,0,0,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,-0.9822872507286887,-0.18738131458572463,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,509
00009_25-04-2025-17.22,461,172.0,55.19,1965.0,-25.2,90.5,157.0,-5.4,41.47,157.0,4.8,54.89,199.0,34.8,63.15,157.0,0,0,0,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,-0.9864292571764955,-0.16418684656886262,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,461
00018_25-04-2025-17.27,581,199.0,54.89,1551.0,-10.2,41.47,157.0,-4.8,55.19,172.0,30.0,63.15,157.0,60.0,82.91,177.0,0,0,0,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,-0.9896513868196702,-0.1434926219911794,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,245
00004_25-04-2025-17.57,414,157.0,63.15,414.0,-34.8,55.19,172.0,-30.0,54.89,199.0,30.0,82.91,177.0,34.8,50.66,157.0,0,0,0,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,-0.999914327574007,-0.013089595571344698,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,414
00016_25-04-2025-18.27,836,177.0,82.91,1297.0,-60.0,54.89,199.0,-30.0,63.15,157.0,4.8,50.66,157.0,30.0,54.26,157.0,0,0,0,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,-0.9930684569549263,0.11753739745783724,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,57
00002_25-04-2025-18.32,461,157.0,50.66,1711.0,-34.8,63.15,157.0,-4.8,82.91,177.0,25.2,54.26,157.0,57.0,64.79,172.0,0,0,0,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,-0.9903891431021473,0.138308876162719,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,461
00004_25-04-2025-18.57,414,157.0,54.26,875.0,-30.0,82.91,177.0,-25.2,50.66,157.0,31.8,64.79,172.0,37.2,35.79,201.0,0,0,0,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,-0.9692309097067545,0.2461532930289925,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,414
00009_25-04-2025-19.29,461,172.0,64.79,1042.0,-57.0,50.66,157.0,-31.8,54.26,157.0,5.4,35.79,201.0,36.0,58.1,157.0,0,0,0,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,-0.9258705848099948,0.37784078681846683,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,106
00019_25-04-2025-19.34,581,201.0,35.79,1042.0,-37.2,54.26,157.0,-5.4,64.79,172.0,30.6,58.1,157.0,48.0,42.25,172.0,0,0,0,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,-0.9167117510316201,0.39954920287812,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,581
00004_25-04-2025-20.05,414,157.0,58.1,1289.0,-36.0,64.79,172.0,-30.6,35.79,201.0,17.4,42.25,172.0,22.2,45.18,201.0,0,0,0,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,-0.8553642601605073,0.5180270093731292,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,414
00009_25-04-2025-20.22,461,172.0,42.25,1289.0,-48.0,35.79,201.0,-17.4,58.1,157.0,4.8,45.18,201.0,39.6,23.95,172.0,0,0,0,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,-0.8136084495007868,0.5814131843198308,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,461
00020_25-04-2025-20.27,414,201.0,45.18,1289.0,-22.2,58.1,157.0,-4.8,42.25,172.0,34.8,23.95,172.0,40.2,87.38,172.0,0,0,0,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,-0.8012538126910608,0.598324600570659,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,414
00005_25-04-2025-21.02,509,172.0,23.95,923.0,-39.6,42.25,172.0,-34.8,45.18,201.0,5.4,87.38,172.0,565.2,25.7,178.0,0,0,0,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,-0.7015314257708556,0.7126385189252056,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,509
00007_25-04-2025-21.07,414,172.0,87.38,923.0,-40.2,45.18,201.0,-5.4,23.95,172.0,559.8,25.7,178.0,594.6,36.81,172.0,0,0,0,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,-0.6845471059286883,0.7289686274214119,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,2
00021_26-04-2025-06.27,581,178.0,25.7,581.0,-565.2,23.95,172.0,-559.8,87.38,172.0,34.8,36.81,172.0,60.0,71.44,199.0,0,0,0,0.8660254037844387,-0.4999999999999998,-0.9749279121818236,-0.2225209339563146,0.9930684569549263,-0.11753739745783758,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,581
00005_26-04-2025-07.02,509,172.0,36.81,923.0,-594.6,87.38,172.0,-34.8,25.7,178.0,25.2,71.44,199.0,65.4,51.58,172.0,0,0,0,0.8660254037844387,-0.4999999999999998,-0.9749279121818236,-0.2225209339563146,0.963863295733281,-0.2663973482191175,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,509
00006_26-04-2025-07.27,414,199.0,71.44,923.0,-60.0,25.7,178.0,-25.2,36.81,172.0,40.2,51.58,172.0,60.0,63.48,172.0,0,0,0,0.8660254037844387,-0.4999999999999998,-0.9749279121818236,-0.2225209339563146,0.9288095528719242,-0.3705574375098363,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,117
00009_26-04-2025-08.07,461,172.0,51.58,875.0,-65.4,36.81,172.0,-40.2,71.44,199.0,19.8,63.48,172.0,49.8,56.1,164.0,0,0,0,0.8660254037844387,-0.4999999999999998,-0.9749279121818236,-0.2225209339563146,0.8498926929868641,-0.5269557954966773,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,372
00007_26-04-2025-08.27,414,172.0,63.48,875.0,-60.0,71.44,199.0,-19.8,51.58,172.0,30.0,56.1,164.0,55.2,55.75,172.0,0,0,0,0.8660254037844387,-0.4999999999999998,-0.9749279121818236,-0.2225209339563146,0.8012538126910609,-0.5983246005706587,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,198
00008_26-04-2025-08.57,836,164.0,56.1,1297.0,-49.8,51.58,172.0,-30.0,63.48,172.0,25.2,55.75,172.0,30.0,89.56,194.0,0,0,0,0.8660254037844387,-0.4999999999999998,-0.9749279121818236,-0.2225209339563146,0.7163019434246544,-0.69779045984168,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,562
00009_26-04-2025-09.22,461,172.0,55.75,1711.0,-55.2,63.48,172.0,-25.2,56.1,164.0,4.8,89.56,194.0,34.8,45.7,172.0,0,0,0,0.8660254037844387,-0.4999999999999998,-0.9749279121818236,-0.2225209339563146,0.6354046086841412,-0.7721793724666267,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,238
00010_26-04-2025-09.27,414,194.0,89.56,875.0,-30.0,56.1,164.0,-4.8,55.75,172.0,30.0,45.7,172.0,34.8,33.53,182.0,0,0,0,0.8660254037844387,-0.4999999999999998,-0.9749279121818236,-0.2225209339563146,0.6190939493098342,-0.7853169308807447,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,9
00009_26-04-2025-09.57,461,172.0,45.7,970.0,-34.8,55.75,172.0,-30.0,89.56,194.0,4.8,33.53,182.0,30.0,46.79,172.0,0,0,0,0.8660254037844387,-0.4999999999999998,-0.9749279121818236,-0.2225209339563146,0.5112930860770522,-0.8594064115014527,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,461
00011_26-04-2025-10.02,509,182.0,33.53,1551.0,-34.8,89.56,194.0,-4.8,45.7,172.0,25.2,46.79,172.0,80.4,52.82,172.0,0,0,0,0.8660254037844387,-0.4999999999999998,-0.9749279121818236,-0.2225209339563146,0.49318290113396607,-0.8699256439656694,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,509
00012_26-04-2025-10.27,581,172.0,46.79,1090.0,-30.0,45.7,172.0,-25.2,33.53,182.0,55.2,52.82,172.0,60.0,50.94,199.0,0,0,0,0.8660254037844387,-0.4999999999999998,-0.9749279121818236,-0.2225209339563146,0.3947438563842674,-0.9187912101488982,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,367
00009_26-04-2025-11.22,461,172.0,52.82,1264.0,-80.4,33.53,182.0,-55.2,46.79,172.0,4.8,50.94,199.0,60.0,32.01,172.0,0,0,0,0.8660254037844387,-0.4999999999999998,-0.9749279121818236,-0.2225209339563146,0.164186846568863,-0.9864292571764954,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,461
